"PlantKey","MaterialKey","PurchaseOrderQuantity","ActualArrivalDateYard","DaysTooLate"
4,1,71,2023-06-01,0
4,1,67,2024-05-15,0
4,1,78,2022-07-20,0
4,1,63,2024-10-01,0
4,1,72,2023-01-15,0
4,1,78,2022-10-24,6
4,1,70,2023-07-27,0
4,1,69,2023-06-13,0
4,1,80,2023-04-23,0
4,1,81,2023-09-07,0
4,1,86,2022-05-21,3
4,1,73,2023-03-09,0
4,1,75,2023-05-11,0
4,1,73,2022-09-14,0
4,1,82,2022-09-25,0
4,1,85,2023-03-21,0
4,1,77,2024-04-11,0
4,1,82,2024-06-03,0
4,1,72,2024-04-26,0
4,1,67,2022-12-16,0
4,1,79,2023-03-29,0
4,1,87,2023-04-04,0
4,1,83,2023-04-22,2
4,1,69,2023-04-03,0
4,1,82,2023-03-16,0
4,1,63,2024-04-09,9
4,1,80,2022-01-01,0
4,1,88,2023-01-26,0
4,1,80,2022-11-21,0
4,1,76,2024-01-30,0
4,1,75,2023-06-20,0
4,1,79,2022-08-02,0
4,1,73,2022-08-30,0
4,1,63,2022-01-04,0
4,1,67,2024-10-24,0
4,1,75,2024-09-07,0
4,1,71,2022-01-16,0
4,1,77,2024-01-19,0
4,1,84,2024-02-01,0
4,1,65,2024-08-05,0
4,1,83,2023-08-25,0
4,1,72,2024-11-11,4
4,1,75,2023-10-12,0
4,1,85,2024-04-20,0
4,1,73,2024-03-16,0
4,1,72,2023-12-25,0
4,1,77,2022-06-01,0
4,1,78,2024-08-04,0
4,1,79,2023-01-09,0
4,1,77,2023-09-09,0
4,1,80,2022-08-10,0
4,1,86,2022-10-20,0
4,1,75,2023-01-07,0
4,1,80,2024-05-09,0
4,1,87,2022-12-28,14
4,1,78,2024-05-18,10
4,1,72,2022-02-09,0
4,1,76,2022-02-19,0
4,1,78,2022-11-10,0
4,1,73,2023-05-08,0
4,1,84,2022-11-16,0
4,1,83,2022-01-02,0
4,1,87,2024-08-21,0
4,1,80,2024-09-08,2
4,1,81,2022-05-15,3
4,1,79,2024-08-30,0
4,1,76,2024-01-03,0
4,1,77,2023-04-08,0
4,1,84,2023-03-27,0
4,1,81,2024-10-21,8
4,1,73,2022-09-02,0
4,1,84,2022-03-27,0
4,1,71,2022-09-09,0
4,1,85,2023-08-11,0
4,1,78,2024-06-22,0
4,1,71,2024-12-16,14
4,1,70,2024-06-17,0
4,1,79,2023-04-08,0
4,1,72,2024-03-23,0
4,1,80,2024-07-03,0
4,1,79,2022-04-10,0
4,1,83,2022-10-14,0
4,1,81,2024-12-26,0
4,1,82,2023-05-09,0
4,1,87,2024-06-29,4
4,1,69,2024-01-01,0
4,1,67,2023-09-22,0
4,1,75,2022-08-13,0
4,1,67,2023-08-27,0
4,1,49,2024-06-22,0
4,1,75,2023-08-12,0
4,1,78,2024-04-28,0
4,1,75,2022-04-09,0
4,1,69,2023-11-27,0
4,1,74,2022-07-26,13
4,1,73,2022-05-17,0
4,1,81,2022-11-29,0
4,1,68,2022-05-25,0
4,1,74,2022-12-02,0
4,1,94,2022-09-03,0
4,1,83,2024-03-01,0
4,1,71,2022-04-15,0
4,1,86,2022-06-21,0
4,1,71,2022-01-22,0
4,1,74,2023-08-13,0
4,1,88,2023-12-26,0
4,1,79,2023-01-04,0
4,1,80,2022-12-06,0
4,1,86,2024-02-26,0
4,1,89,2024-08-15,0
4,1,76,2024-08-15,0
4,1,73,2022-05-15,0
4,1,76,2022-09-03,1
4,1,74,2024-05-22,0
4,1,83,2023-12-16,0
4,1,82,2024-10-29,0
4,1,77,2024-05-01,1
4,1,76,2024-01-09,0
4,1,67,2024-12-04,0
4,1,76,2023-01-02,0
4,1,78,2023-04-30,0
4,1,72,2023-10-04,0
4,1,71,2024-08-26,0
4,1,76,2024-07-10,0
4,1,70,2023-05-28,0
4,1,82,2022-04-28,0
4,1,72,2023-11-17,0
4,1,74,2024-08-27,0
4,1,70,2024-07-06,0
4,1,67,2023-12-17,0
4,1,72,2023-03-03,0
4,1,79,2023-05-12,0
4,1,74,2023-08-18,0
4,1,71,2024-12-21,0
4,1,80,2022-10-09,0
4,1,78,2024-09-03,0
4,1,71,2023-05-18,0
4,1,69,2024-09-11,0
4,1,79,2024-05-19,0
4,1,71,2023-09-01,0
4,1,76,2022-01-02,0
4,1,79,2022-09-12,0
4,1,81,2024-04-30,0
4,1,75,2024-04-04,0
4,1,70,2022-06-06,0
4,1,82,2024-03-11,5
4,1,78,2023-07-06,0
4,1,84,2022-09-17,6
4,1,75,2022-12-24,0
4,1,86,2022-09-27,0
4,1,78,2022-09-30,0
4,1,80,2022-12-17,10
4,1,74,2022-12-18,0
4,1,70,2022-08-28,0
4,1,65,2024-10-14,6
4,1,80,2024-03-11,0
4,1,75,2023-03-25,2
4,1,74,2023-04-18,6
4,1,70,2024-06-02,5
4,1,76,2022-08-05,0
4,1,71,2022-05-27,0
4,1,77,2022-09-24,6
4,1,85,2022-12-03,0
4,1,77,2024-02-10,0
4,1,80,2024-07-11,0
4,1,78,2024-06-16,0
4,1,73,2022-09-11,0
4,1,81,2022-09-11,0
4,1,73,2023-04-27,0
4,1,70,2022-05-04,0
4,1,75,2023-10-11,9
4,1,74,2024-02-13,0
4,1,69,2022-05-06,0
4,1,76,2022-10-02,0
4,1,75,2023-10-09,0
4,1,80,2023-01-21,0
4,1,76,2024-11-08,0
4,1,83,2023-07-12,0
4,1,76,2024-10-23,0
4,1,85,2023-05-02,12
4,1,79,2022-12-16,0
4,1,73,2024-02-19,0
4,1,89,2023-04-15,0
4,1,74,2023-11-16,0
4,1,78,2023-11-03,0
4,1,87,2023-03-20,0
4,1,70,2023-09-16,0
4,1,75,2023-05-03,0
4,1,84,2023-04-16,0
4,1,73,2024-07-11,0
4,1,77,2024-02-28,2
4,1,82,2023-02-28,0
4,1,72,2023-06-26,9
4,1,75,2022-08-02,11
4,1,74,2022-11-21,0
4,1,80,2023-02-27,0
4,1,72,2024-03-05,0
4,1,72,2023-07-02,0
4,1,76,2023-05-19,0
4,1,74,2022-02-11,0
4,1,75,2022-01-11,0
4,1,70,2024-12-18,0
4,1,74,2024-07-16,0
4,1,75,2023-02-12,14
4,1,67,2023-10-05,0
4,1,69,2022-06-05,0
4,1,70,2024-12-16,2
4,1,66,2023-09-03,0
4,1,91,2022-07-13,0
4,1,73,2024-12-13,0
4,1,80,2022-06-27,9
4,1,74,2022-04-18,2
4,1,70,2022-06-09,0
4,1,81,2023-03-14,0
4,1,77,2023-08-17,0
4,1,67,2023-11-15,0
4,1,76,2023-09-30,0
4,1,70,2022-09-21,0
4,1,79,2024-04-15,0
4,1,77,2023-06-08,0
4,1,64,2024-09-25,0
4,1,80,2024-09-10,0
4,1,80,2022-07-11,0
4,1,75,2023-04-26,0
4,1,81,2023-06-22,0
4,1,61,2024-11-26,0
4,1,68,2022-07-03,0
4,1,80,2024-11-22,0
4,1,75,2023-01-28,0
4,1,80,2024-03-10,9
4,1,77,2024-10-16,0
4,1,76,2024-01-30,0
4,1,76,2024-11-13,13
4,1,73,2024-10-23,0
4,1,78,2023-07-29,0
4,1,83,2024-11-04,0
4,1,74,2022-02-26,0
4,1,77,2022-01-23,0
4,1,72,2022-04-20,0
4,1,73,2023-05-23,0
4,1,74,2024-05-26,0
4,1,77,2022-09-29,0
4,1,77,2024-07-31,0
4,1,68,2023-04-02,0
4,1,75,2022-06-23,0
4,1,74,2024-08-12,0
4,1,76,2024-12-10,0
4,1,83,2024-07-08,0
4,1,82,2023-12-13,0
4,1,87,2022-04-13,0
4,1,75,2024-10-21,0
4,1,77,2024-04-30,0
4,1,79,2022-01-09,0
4,1,79,2024-01-08,0
4,1,72,2022-06-15,0
4,1,79,2022-02-14,0
4,1,77,2023-02-21,0
4,1,77,2022-11-11,0
4,1,77,2024-11-08,0
4,1,83,2023-11-30,0
4,1,78,2022-02-09,0
4,1,79,2023-11-12,0
4,1,78,2022-10-19,0
4,1,66,2022-05-04,6
4,1,79,2024-08-31,0
4,1,78,2022-10-23,0
4,1,72,2023-04-26,0
4,1,72,2022-05-11,0
4,1,84,2022-02-17,0
4,1,75,2024-05-01,0
4,1,70,2023-01-24,6
4,1,74,2023-12-30,0
4,1,63,2022-02-17,0
4,1,72,2022-10-13,0
4,1,83,2024-08-25,0
4,1,70,2022-09-26,0
4,1,77,2024-08-21,1
4,1,74,2023-12-09,0
4,1,78,2023-06-13,9
4,1,65,2023-10-31,0
4,1,66,2022-10-23,0
4,1,74,2024-10-08,5
4,1,79,2022-04-23,6
4,1,88,2023-04-07,0
4,1,75,2024-08-10,3
4,1,85,2024-11-02,8
4,1,84,2022-02-14,0
4,1,81,2022-06-20,3
4,1,71,2024-04-04,0
4,1,74,2024-11-27,0
4,1,79,2022-11-28,0
4,1,78,2024-01-15,0
4,1,83,2024-11-20,12
4,1,84,2023-04-23,0
4,1,81,2022-02-23,0
4,1,71,2024-02-06,2
4,1,69,2024-10-23,0
4,1,80,2023-10-12,0
4,1,78,2023-12-30,0
4,1,61,2023-07-03,0
4,1,75,2024-01-01,0
4,1,84,2022-04-06,0
4,1,70,2024-11-19,3
4,1,83,2022-11-27,0
4,1,88,2023-03-15,0
4,1,77,2022-05-02,0
4,1,73,2022-01-24,7
4,1,74,2023-07-22,0
4,1,85,2023-01-28,0
4,1,82,2024-11-14,0
4,1,73,2022-01-27,0
4,1,71,2022-11-29,0
4,1,84,2024-03-22,0
4,1,74,2023-06-28,0
4,1,81,2023-02-06,2
4,1,76,2023-03-10,0
4,1,77,2022-12-31,0
4,1,72,2024-07-28,0
4,1,81,2023-03-08,0
4,1,73,2022-03-07,0
4,1,68,2022-05-11,0
4,1,71,2022-12-20,0
4,1,83,2024-10-20,8
4,1,86,2024-06-05,0
4,1,78,2024-12-19,0
4,1,83,2022-04-13,5
4,1,71,2023-07-17,0
4,1,81,2022-06-25,0
4,1,73,2023-01-14,0
4,1,80,2024-09-16,0
4,1,78,2022-12-24,0
4,1,75,2024-04-05,0
4,1,79,2022-05-25,0
4,1,82,2022-04-23,12
4,1,66,2022-07-19,0
4,1,74,2024-03-04,0
4,1,84,2024-10-04,0
4,1,85,2023-09-25,0
4,1,80,2023-04-05,0
4,1,83,2023-07-21,0
4,1,89,2024-04-14,3
4,1,77,2024-07-09,11
4,1,79,2023-08-16,0
4,1,73,2022-10-31,0
4,1,72,2024-09-23,0
4,1,70,2023-04-03,0
4,1,78,2023-03-11,0
4,1,71,2023-03-21,0
4,1,77,2023-12-05,13
4,1,83,2022-01-24,0
4,1,74,2023-05-17,0
4,1,76,2024-02-22,0
4,1,79,2024-05-17,0
4,1,71,2024-11-13,0
4,1,84,2022-02-02,0
4,1,75,2024-03-20,0
4,1,72,2024-05-03,0
4,1,80,2023-01-15,0
4,1,63,2022-03-06,0
4,1,89,2022-02-13,0
4,1,61,2023-11-13,0
4,1,78,2023-09-23,0
4,1,80,2022-11-05,0
4,1,76,2023-01-30,0
4,1,76,2024-08-12,0
4,1,80,2022-03-16,4
4,1,81,2024-09-10,0
4,1,86,2023-06-20,0
4,1,70,2023-05-21,0
4,1,70,2023-04-27,0
4,1,75,2024-01-29,0
4,1,70,2022-12-10,0
4,1,82,2022-10-14,0
4,1,64,2022-02-02,0
4,1,72,2022-04-02,0
4,1,66,2023-04-06,0
4,1,69,2024-02-26,0
4,1,69,2023-01-07,0
4,1,76,2023-09-14,0
4,1,89,2022-08-10,0
4,1,70,2023-10-31,0
4,1,84,2023-01-08,0
4,1,73,2023-11-22,0
4,1,77,2023-11-03,0
4,1,73,2024-08-04,0
4,1,76,2022-01-05,0
4,1,74,2023-03-01,0
4,1,80,2024-09-17,0
4,1,71,2022-05-21,12
4,1,76,2024-11-18,0
4,1,81,2024-01-20,0
4,1,75,2023-05-10,9
4,1,82,2024-10-29,0
4,1,77,2022-10-16,0
4,1,78,2024-07-17,0
4,1,72,2023-11-16,0
4,1,73,2024-01-16,10
4,1,78,2022-12-03,0
4,1,72,2023-05-20,0
4,1,74,2023-09-08,0
4,1,81,2023-03-27,0
4,1,75,2022-06-17,0
4,1,67,2024-07-25,0
4,1,73,2023-08-07,0
4,1,72,2022-03-12,0
4,1,69,2022-08-10,0
4,1,80,2024-02-20,0
4,1,78,2023-09-07,0
4,1,82,2023-10-04,0
4,1,72,2024-07-22,0
4,1,95,2023-07-20,0
4,1,85,2022-12-24,0
4,1,68,2024-02-23,0
4,1,68,2022-06-08,0
4,1,76,2022-07-17,0
4,1,80,2024-12-23,0
4,1,78,2024-04-14,0
4,1,72,2023-02-17,0
4,1,66,2023-07-03,0
4,1,85,2022-01-19,8
4,1,73,2022-11-11,0
4,1,89,2023-06-30,0
4,1,79,2024-02-03,0
4,1,70,2023-03-28,11
4,1,90,2024-01-18,0
4,1,86,2023-11-12,0
4,1,68,2024-02-12,0
4,1,84,2023-10-22,0
4,1,80,2024-12-15,0
4,1,82,2024-08-25,5
4,1,69,2022-04-04,0
4,1,85,2022-04-04,0
4,1,73,2023-10-22,0
4,1,68,2024-08-24,13
4,1,66,2024-10-24,0
4,1,81,2024-02-26,0
4,1,68,2022-01-10,0
4,1,77,2024-09-09,0
4,1,87,2023-05-19,0
4,1,81,2022-02-20,0
4,1,78,2023-06-29,0
4,1,77,2024-01-10,0
4,1,86,2024-09-02,0
4,1,70,2023-11-15,0
4,1,66,2023-10-06,0
4,1,73,2024-02-11,0
4,1,82,2024-07-24,0
4,1,75,2022-02-19,0
4,1,71,2023-07-22,0
4,1,82,2024-02-06,0
4,1,72,2023-02-01,10
4,1,79,2024-01-01,10
4,1,73,2023-05-28,0
4,1,82,2023-01-10,0
4,1,88,2022-01-21,0
4,1,86,2023-04-22,0
4,1,76,2022-08-05,0
4,1,85,2024-06-07,0
4,1,70,2024-11-13,0
4,1,75,2024-01-17,0
4,1,86,2024-09-10,0
4,1,80,2023-08-12,0
4,1,84,2023-06-29,0
4,1,75,2022-07-13,0
4,1,71,2022-06-05,3
4,1,77,2022-03-13,0
4,1,77,2022-06-25,0
4,1,82,2023-01-29,0
4,1,86,2022-12-28,2
4,1,81,2023-08-17,0
4,1,76,2024-11-25,0
4,1,77,2023-01-14,0
4,1,79,2024-11-23,0
4,1,67,2024-01-28,0
4,1,79,2022-04-17,0
4,1,86,2024-12-11,0
4,1,75,2022-03-20,0
4,1,77,2022-05-28,0
4,1,76,2023-05-07,5
4,1,75,2024-01-28,0
4,1,76,2024-12-17,0
4,1,74,2022-09-17,0
4,1,72,2022-06-27,0
4,1,84,2022-11-27,0
4,1,84,2023-09-12,0
4,1,84,2024-04-26,0
4,1,72,2024-09-22,0
4,1,77,2023-05-20,0
4,1,80,2024-07-17,12
4,1,73,2023-10-23,14
4,1,76,2023-11-07,0
4,1,80,2023-12-26,0
4,1,80,2024-10-31,0
4,1,75,2022-02-02,0
4,1,84,2022-09-28,0
4,1,67,2023-07-14,0
4,1,71,2024-07-16,0
4,1,80,2023-09-16,0
4,1,79,2024-04-27,0
4,1,86,2024-12-09,11
4,1,64,2024-09-18,0
4,1,78,2022-11-01,0
4,1,74,2024-12-21,11
4,1,67,2022-08-11,0
4,1,65,2022-11-23,0
4,1,80,2024-08-11,2
4,1,79,2023-10-11,0
4,1,80,2024-04-23,14
4,1,65,2024-06-13,0
4,1,87,2022-08-16,0
4,1,80,2022-08-14,0
4,1,76,2022-06-22,0
4,1,84,2023-09-26,0
4,1,69,2024-03-23,0
4,1,73,2022-08-17,0
4,1,75,2024-04-03,0
4,1,88,2024-04-03,0
4,1,89,2023-06-07,0
4,1,79,2022-07-20,0
4,1,77,2024-02-28,0
4,1,75,2023-01-18,0
4,1,78,2024-08-19,0
4,1,73,2023-06-02,0
4,1,65,2024-03-04,0
4,1,89,2022-12-24,9
4,1,79,2023-09-05,0
4,1,78,2023-01-13,0
4,1,76,2023-01-02,0
4,1,75,2023-08-16,0
4,1,96,2022-03-07,0
4,1,69,2024-04-26,0
4,1,84,2024-04-30,0
4,1,76,2023-06-10,0
4,1,68,2022-07-31,0
4,1,70,2022-07-14,0
4,1,76,2023-06-07,0
4,1,72,2022-10-03,0
4,1,82,2022-11-14,0
4,1,79,2024-12-12,0
4,1,79,2024-11-23,14
4,1,82,2024-11-23,0
4,1,82,2022-03-05,0
4,1,78,2022-10-01,0
4,1,70,2023-07-11,0
4,1,74,2023-11-03,0
4,1,71,2022-09-01,0
4,1,79,2024-09-17,3
4,1,70,2022-08-11,0
4,1,91,2022-04-19,0
4,1,86,2023-04-01,0
4,1,67,2024-04-14,0
4,1,69,2022-07-27,0
4,1,75,2024-10-26,0
4,1,82,2022-11-17,0
4,1,67,2022-01-12,0
4,1,78,2022-02-02,0
4,1,75,2023-11-04,0
4,1,81,2023-05-06,0
4,1,83,2024-11-10,7
4,1,75,2024-07-06,7
4,1,77,2024-07-23,0
4,1,67,2023-06-10,0
4,1,82,2022-09-20,0
4,1,72,2023-10-18,0
4,1,76,2024-12-07,10
4,1,76,2023-09-04,0
4,1,80,2024-10-06,12
4,1,75,2022-02-11,0
4,1,76,2024-03-14,0
4,1,81,2024-11-02,0
4,1,78,2024-02-13,0
4,1,74,2023-07-31,0
4,1,71,2024-02-04,0
4,1,74,2023-09-05,0
4,1,83,2024-12-15,0
4,1,78,2023-02-20,0
4,1,69,2024-05-14,0
4,1,72,2024-08-29,0
4,1,77,2023-05-07,0
4,1,75,2022-10-28,0
4,1,82,2022-08-12,0
4,1,91,2022-08-23,0
4,1,69,2022-02-26,0
4,1,85,2024-12-07,0
4,1,80,2023-12-15,0
4,1,76,2023-12-02,0
4,1,76,2023-12-21,0
4,1,85,2021-12-30,0
4,1,73,2024-10-16,0
4,1,69,2024-11-22,0
4,1,65,2024-03-03,1
4,1,79,2023-03-20,0
4,1,70,2023-03-03,0
4,1,82,2023-11-24,0
4,1,77,2022-06-25,0
4,1,72,2022-07-15,0
4,1,79,2023-09-02,0
4,1,83,2022-06-11,0
4,1,78,2022-02-18,0
4,1,79,2022-09-12,0
4,1,74,2022-11-13,0
4,1,72,2022-08-28,0
4,1,69,2024-12-27,0
4,1,82,2022-08-25,0
4,1,72,2024-03-14,0
4,1,69,2022-07-17,0
4,1,65,2023-07-02,0
4,1,78,2024-06-29,0
4,1,84,2022-05-14,7
4,1,84,2022-12-06,0
4,1,82,2024-09-09,0
4,1,76,2022-05-08,0
4,1,75,2024-01-14,0
4,1,80,2023-01-18,0
4,1,78,2023-09-08,0
4,1,71,2022-11-01,0
4,1,69,2023-07-22,0
4,1,84,2023-05-20,0
4,1,67,2024-10-08,0
4,1,75,2023-09-03,0
4,1,72,2022-06-14,0
4,1,75,2023-07-21,0
4,1,69,2024-04-04,0
4,1,80,2024-02-03,0
4,1,86,2024-07-13,0
4,1,74,2023-05-09,0
4,1,79,2024-09-07,0
4,1,72,2023-05-16,0
4,1,85,2023-08-19,1
4,1,73,2023-12-28,0
4,1,83,2023-08-07,0
4,1,67,2022-11-09,0
4,1,82,2024-05-23,0
4,1,81,2022-09-03,0
4,1,85,2023-04-30,0
4,1,76,2024-11-25,0
4,1,89,2023-03-31,0
4,1,77,2023-01-21,0
4,1,85,2022-09-11,12
4,1,76,2024-12-09,0
4,1,78,2024-05-18,0
4,1,71,2024-11-17,0
4,1,82,2023-03-07,14
4,1,79,2022-12-05,0
4,1,88,2022-06-11,0
4,1,85,2023-03-21,0
4,1,72,2023-03-20,0
4,1,72,2023-11-27,0
4,1,89,2024-10-02,0
4,1,75,2022-11-06,0
4,1,79,2022-07-22,0
4,1,78,2024-01-09,1
4,1,84,2024-04-28,0
4,1,87,2024-01-22,0
4,1,76,2024-05-12,0
4,1,76,2023-02-15,0
4,1,76,2023-11-24,0
4,1,81,2022-06-18,0
4,1,73,2022-07-10,0
4,1,73,2022-12-31,0
4,1,74,2023-05-21,0
4,1,83,2023-10-31,0
4,1,70,2024-01-15,0
4,1,77,2022-08-25,0
4,1,84,2024-03-29,0
4,1,69,2024-04-05,0
4,1,72,2023-02-09,0
4,1,76,2024-09-15,0
4,1,70,2022-04-25,0
4,1,88,2024-02-28,0
4,1,70,2022-07-31,0
4,1,71,2023-11-12,9
4,1,82,2024-04-08,0
4,1,75,2024-04-10,12
4,1,79,2022-05-09,14
4,1,80,2024-08-09,0
4,1,84,2024-01-14,0
4,1,73,2024-09-28,12
4,1,75,2023-06-26,0
4,1,72,2022-05-27,0
4,1,80,2022-03-08,0
4,1,70,2022-07-18,0
4,1,82,2023-04-09,0
4,1,70,2022-10-05,0
4,1,70,2022-02-19,9
4,1,86,2022-05-19,0
4,1,73,2023-02-15,0
4,1,84,2023-02-15,0
4,1,70,2022-10-06,0
4,1,68,2023-01-09,4
4,1,77,2024-06-18,0
4,1,81,2024-11-29,0
4,1,74,2023-09-27,0
4,1,77,2023-06-21,0
4,1,80,2022-10-28,0
4,1,67,2022-04-11,0
4,1,76,2023-09-30,0
4,1,75,2024-03-29,0
4,1,84,2024-04-05,0
4,1,87,2022-12-12,0
4,1,70,2024-10-06,0
4,1,84,2024-04-02,0
4,1,79,2022-06-24,0
4,1,82,2022-02-05,11
4,1,78,2022-05-01,0
4,1,85,2024-07-31,0
4,1,77,2022-05-03,0
4,1,73,2023-02-27,0
4,1,75,2024-03-02,0
4,1,82,2024-11-03,0
4,1,78,2023-07-27,0
4,1,73,2022-07-22,0
4,1,79,2023-07-29,9
4,1,82,2024-04-26,0
4,1,91,2023-02-22,13
4,1,79,2024-07-30,0
4,1,77,2022-01-28,0
4,1,59,2024-10-08,8
4,1,82,2023-09-02,0
4,1,81,2024-10-05,0
4,1,82,2022-08-16,0
4,1,77,2022-04-13,3
4,1,80,2023-10-20,0
4,1,63,2023-12-19,10
4,1,71,2023-04-22,0
4,1,84,2022-08-05,0
4,1,80,2022-10-22,0
4,1,76,2023-12-04,11
4,1,81,2023-11-02,0
4,1,78,2023-06-03,0
4,1,72,2022-02-18,0
4,1,86,2024-08-20,6
4,1,83,2022-02-24,0
4,1,72,2021-12-30,0
4,1,75,2025-01-05,9
4,1,79,2023-04-26,0
4,1,70,2022-03-15,0
4,1,75,2024-05-03,0
4,1,78,2022-10-10,0
4,1,77,2024-05-29,0
4,1,80,2022-04-07,0
4,1,78,2024-04-26,0
4,1,71,2022-03-16,7
4,1,70,2022-04-28,0
4,1,69,2024-06-09,0
4,1,78,2023-06-28,0
4,1,84,2024-10-04,0
4,1,76,2022-04-26,0
4,1,96,2023-03-09,0
4,1,82,2024-12-02,0
4,1,76,2022-04-30,0
4,1,73,2024-06-27,0
4,1,86,2022-01-07,0
4,1,82,2023-05-22,0
4,1,71,2024-02-10,0
4,1,92,2024-06-20,0
4,1,67,2024-03-25,0
4,1,71,2024-01-15,0
4,1,89,2024-12-29,0
4,1,65,2023-04-16,0
4,1,79,2022-11-14,0
4,1,78,2022-09-20,0
4,1,76,2024-10-19,0
4,1,76,2024-06-25,12
4,1,88,2022-09-07,0
4,1,84,2022-05-17,11
4,1,83,2024-07-17,0
4,1,83,2022-02-07,0
4,1,83,2022-07-15,0
4,1,77,2022-01-06,0
4,1,80,2024-10-01,0
4,1,80,2024-02-28,11
4,1,74,2022-10-18,0
4,1,67,2023-06-29,0
4,1,78,2023-03-12,0
4,1,80,2022-05-03,0
4,1,79,2022-03-08,0
4,1,74,2023-11-23,0
4,1,84,2023-06-24,0
4,1,77,2024-07-17,0
4,1,75,2022-07-12,0
4,1,81,2024-01-07,0
4,1,76,2022-05-08,0
4,1,78,2023-05-18,0
4,1,69,2024-01-31,0
4,1,79,2022-10-10,7
4,1,71,2023-07-05,0
4,1,77,2023-09-23,0
4,1,78,2022-03-02,0
4,1,71,2024-03-14,0
4,1,79,2024-01-22,8
4,1,80,2022-03-01,0
4,1,79,2024-08-01,0
4,1,77,2022-08-21,0
4,1,82,2023-06-10,0
4,1,94,2024-09-11,0
4,1,71,2022-01-26,0
4,1,76,2024-02-17,0
4,1,80,2023-06-23,0
4,1,68,2023-02-01,0
4,1,79,2023-03-31,0
4,1,85,2024-10-08,0
4,1,79,2024-12-01,0
4,1,84,2024-06-16,0
4,1,81,2024-05-27,0
4,1,78,2023-09-25,0
4,1,79,2024-09-11,0
4,1,71,2023-11-22,0
4,1,71,2023-10-10,1
4,1,85,2022-02-19,0
4,1,79,2024-12-17,0
4,1,67,2024-08-26,0
4,1,87,2022-09-07,0
4,1,73,2022-07-16,0
4,1,83,2024-06-16,0
4,1,83,2023-04-12,0
4,1,81,2023-03-16,0
4,1,77,2024-02-23,0
4,1,71,2024-01-04,0
4,1,82,2024-04-27,0
4,1,80,2023-07-27,0
4,1,75,2023-09-03,0
4,1,74,2023-03-28,4
4,1,75,2024-12-28,0
4,1,82,2023-01-12,0
4,1,65,2024-07-22,8
4,1,83,2024-12-08,0
4,1,87,2023-01-01,0
4,1,77,2023-03-02,0
4,1,74,2022-11-09,0
4,1,71,2022-07-08,0
4,1,80,2023-10-28,0
4,1,87,2023-06-07,0
4,1,76,2023-09-26,5
4,1,75,2024-05-07,0
4,1,78,2024-06-25,0
4,1,77,2022-04-09,0
4,1,76,2024-07-28,0
4,1,82,2024-06-11,0
4,1,74,2022-04-08,0
4,1,76,2022-10-12,0
4,1,74,2023-10-25,0
4,1,77,2023-05-22,0
4,1,85,2024-11-30,0
4,1,67,2023-12-14,0
4,1,76,2024-10-12,0
4,1,79,2023-11-04,0
4,1,70,2022-05-26,0
4,1,87,2022-01-07,0
4,1,79,2022-05-08,0
4,1,77,2024-07-09,3
4,1,80,2023-02-14,0
4,1,78,2024-12-07,0
4,1,61,2022-06-20,5
4,1,79,2023-02-04,0
4,1,77,2022-02-16,10
4,1,74,2023-06-05,0
4,1,66,2023-05-02,0
4,1,76,2023-09-11,0
4,1,90,2023-08-22,0
4,1,82,2022-04-27,0
4,1,77,2024-04-09,0
4,1,82,2024-02-25,0
4,1,83,2023-08-07,0
4,1,80,2022-06-20,9
4,1,67,2024-07-10,0
4,1,80,2023-08-19,0
4,1,79,2022-02-13,0
4,1,82,2023-12-05,1
4,1,85,2023-09-27,0
4,1,77,2023-02-04,10
4,1,72,2022-06-10,0
4,1,78,2023-08-20,0
4,1,81,2022-01-27,0
4,1,77,2023-05-22,12
4,1,76,2022-10-31,0
4,1,78,2024-09-03,0
4,1,70,2022-07-15,0
4,1,80,2022-09-03,0
4,1,80,2022-01-28,0
4,1,78,2022-03-15,0
4,1,75,2024-03-23,0
4,1,73,2022-04-14,0
4,1,70,2023-02-08,2
4,1,77,2023-12-19,0
4,1,89,2022-01-06,0
4,1,84,2023-10-03,0
4,1,83,2024-01-22,13
4,1,67,2022-01-26,0
4,1,80,2023-05-09,0
4,1,70,2022-02-14,0
4,1,75,2022-08-14,0
4,1,68,2022-06-25,0
4,1,78,2024-01-27,0
4,1,79,2022-11-01,0
4,1,72,2024-03-30,0
4,1,70,2022-12-17,12
4,1,73,2023-03-10,0
4,1,73,2023-06-13,0
4,1,82,2023-01-08,0
4,1,77,2023-05-04,0
4,1,80,2023-09-04,0
4,1,70,2024-06-12,0
4,1,75,2024-06-01,5
4,1,73,2023-12-17,0
4,1,80,2022-12-31,0
4,1,67,2023-06-10,0
4,1,86,2022-08-21,0
4,1,80,2022-07-06,0
4,1,78,2024-02-04,0
4,1,80,2023-05-24,0
4,1,81,2022-04-08,0
4,1,68,2022-10-15,10
4,1,76,2024-09-04,0
4,1,80,2022-06-19,14
4,1,71,2023-10-23,0
4,1,89,2022-08-29,0
4,1,86,2024-02-27,0
4,1,77,2022-10-10,0
4,1,77,2024-05-31,0
4,1,78,2022-02-13,0
4,1,75,2024-03-03,0
4,1,81,2023-10-05,0
4,1,79,2024-10-18,0
4,1,88,2022-12-02,0
4,1,71,2022-06-27,0
4,1,79,2024-05-23,0
4,1,67,2022-09-10,0
4,1,66,2023-02-21,13
4,1,75,2023-12-30,0
